company,ipo,founding
Books-A-Million,19921102,1917
Gotham Apparel,19921102,1989
Cypros Pharmaceutical,19921104,1990
Rimage,19921104,1987
Dial Page,19921105,1983
Zoltek Companies,19921106,1975
RailAmerica,19921109,1985
Clucker's Wood Roasted Chicken,19921110,1990
Neoprobe,19921110,1983
Media Vision Technology,19921111,1990
Breed Technologies,19921112,1986
SatCon Technology,19921112,1985
"NPM Healthcare Products, Inc.",19921117,1925
DiversiFax,19921118,1989
LanOptics,19921118,1990
Ligand Pharmaceutical,19921118,1987
PeopleSoft,19921118,1987
Sport Chalet,19921119,1959
Monk-Austin,19921120,1907
"USA Classic, Inc.",19921120,1976
HS Resources,19921123,1982
Cortech,19921124,1991
Golden Eagle Group,19921124,1951
Wilshire Technologies,19921124,1982
NetWorth,19921125,1985
Ace Cash Express,19921202,1968
Chart Industries,19921203,1957
Miles Homes,19921203,1946
MRV Communications,19921207,1988
Transworld Home HealthCare,19921207,1981
Document Imaging Systems,19921208,1986
Eltrax Systems,19921208,1984
First Colony,19921208,1955
Shuffle Master,19921208,1983
Fresh Choice,19921209,1986
Hospitality Franchise Systems,19921209,1990
Perma-Fix Environmental,19921209,1990
Haggar,19921210,1926
Maybelline,19921210,1915
Micro Warehouse,19921210,1987
Midland Financial Group,19921210,1930
Sellectek,19921210,1983
United Waste Systems,19921210,1989
Universal Self Care,19921210,1989
President Riverboat Casinos,19921211,1985
Saga Communications,19921211,1992
Purolator Products,19921214,1975
Snapple Beverage,19921214,1972
Aerial Assault,19921215,1990
CompuWare,19921215,1973
MB Holdings,19921215,1973
Res-Care,19921215,1974
Vision-Sciences,19921215,1987
Celebrity,19921216,1968
Hayes Wheels International,19921216,1908
Seacor Holdings,19921216,1973
St Mary Land & Exploration,19921216,1908
Syratech Corp,19921216,1986
The Student Loan Corporation,19921216,1967
Trident Microsystems,19921216,1987
Universal Heights,19921216,1990
Creative BioMolecules,19921217,1982
Environmental Technologies,19921217,1989
Health Management Systems,19921217,1974
ISG International Software,19921217,1988
Capitol American Financial,19921218,1970
Exstar Financial,19921218,1988
GBC Technologies,19921218,1978
Palomar Medical Technologies,19921218,1987
Infu-Tech,19921222,1988
TRO Learning,19921223,1989
"Ultralife Batteries, Inc.",19921223,1991
Hungarian Telephone & Cable,19921224,1992
Xerographic Laser Images,19930112,1974
Octus,19930115,1983
Borg-Warner Security,19930119,1928
AutoImmune,19930120,1988
Computer Outsourcing Services,19930120,1980
Hahn Automotive Warehouse,19930120,1958
Champion Industries,19930121,1993
General Nutrition Companies,19930121,1989
Physicians Health Services,19930121,1986
Advanced Mammography Systems,19930125,1992
Cell Genesys,19930126,1989
Dr Pepper/Seven-Up,19930126,1900
Paragon Trade Brands,19930126,1972
Shaman Pharmaceuticals,19930126,1989
BioSurface Technology,19930127,1986
DF&R Restaurants,19930127,1979
Wellpoint Health Networks,19930127,1937
American Re,19930128,1992
Kenfil,19930128,1983
OrthoLogic,19930128,1987
CoCensys,19930129,1989
New Day Beverage,19930129,1992
MusicSource USA,19930201,1990
Norand,19930201,1968
Nine West Group,19930202,1977
Standard Management,19930202,1989
MathSoft,19930203,1984
Powersoft,19930203,1974
Rocky Shoes & Boots,19930203,1975
Chesapeake Energy,19930204,1989
Gupta,19930204,1984
Hemagen Diagnostics,19930204,1985
Proxima,19930204,1982
Chromatics Color Sciences,19930205,1984
Molecular Dynamics,19930205,1987
Catalytica,19930208,1974
Cree Research,19930208,1987
Cyberonics,19930210,1987
Global Industries,19930210,1990
Molten Metal Technology,19930210,1989
BioSafety Systems,19930211,1982
Cryolife,19930211,1984
Leviathan Gas Pipeline Prt LP,19930211,1992
Mister Jay Fashions Intl,19930211,1992
Sheffield Medical Technologies,19930211,1992
IEC Electronics,19930212,1966
Universal Electronics,19930212,1986
EV Environmental,19930216,1990
Watson Pharmaceuticals,19930217,1983
Argosy Gaming,19930218,1990
Chic By H.I.S.,19930218,1988
Gaming Corporation of America,19930219,1991
Dean Witter Discover,19930222,1986
Campo Electronics Appliances,19930223,1927
Boca Research,19930225,1985
Tecnomatix Technologies,19930225,1983
Washington Homes,19930225,1965
Winston Furniture,19930225,1975
Nathan's Famous,19930226,1916
Saliva Diagnostic Systems,19930303,1986
Castle & Cooke Homes,19930304,1961
EquiCredit,19930304,1991
ReSound,19930304,1984
Recovery Engineering,19930304,1986
Landstar System Inc,19930305,1988
S3,19930305,1989
Payless Cashways,19930308,1930
Tencor Instruments,19930308,1976
US Can,19930308,1983
Community Health Computing,19930309,1968
Hypermedia Communications,19930309,1989
Scandinavian Broadcasting,19930309,1990
Superconductor Technologies,19930309,1987
Vical,19930309,1987
CompLink,19930310,1986
Out-Takes,19930310,1992
Specialty Paperboard,19930310,1968
St John Knits,19930310,1962
Avid Technology,19930311,1987
Brock Candy,19930311,1906
Energy Biosystems,19930312,1989
Intuit,19930312,1983
Southern Energy Homes,19930312,1982
Pacific Sunwear of California,19930315,1986
Wall Data,19930315,1981
Aseco,19930316,1984
Ethan Allen Interiors,19930316,1932
Mothers Work,19930316,1980
Shoe Carnival,19930316,1978
Pillowtex,19930317,1954
Title Wave Stores,19930317,1986
Alamo Group,19930318,1941
Amtrol,19930318,1946
"Savoy Pictures Entertainment,",19930318,1992
Citizens Corp,19930319,1993
McGaw,19930319,1920
Microchip Technology,19930319,1989
Tricord Systems,19930319,1987
Magal Security Systems,19930323,1969
National Steel,19930323,1984
ACE Ltd,19930324,1985
Chico's FAS,19930324,1983
Life Partners Group,19930324,1990
Bankers Life Holding,19930325,1992
Brookstone,19930325,1966
TransCor Waste Services,19930325,1992
Zonagen,19930325,1987
Applied Signal Technology,19930326,1984
Gilat Satellite Networks,19930326,1987
Physician Corp of America,19930329,1987
Styles on Video,19930329,1992
Gymboree,19930330,1976
Leasing Solutions,19930330,1986
Magna-Lab,19930330,1991
Orchard Supply Hardware Stores,19930330,1931
Parallan Computer,19930330,1988
Brock Control Systems,19930331,1985
Davidson & Associates,19930331,1981
Envirotest Systems Corp,19930331,1990
Liberty Technologies,19930331,1984
NewVision Technology,19930331,1992
BancFirst,19930401,1984
Inco Homes Corp,19930402,1976
Casino Data Systems,19930405,1990
BHC Financial,19930407,1983
Fossil,19930408,1984
NFO Research,19930408,1946
Starter,19930408,1971
Edunetics,19930413,1990
Central Virginia Bankshares,19930414,1973
Orthopedic Technology,19930414,1973
Safety 1st,19930414,1984
Sanmina,19930414,1978
Equinox Systems,19930415,1983
Wind River Systems,19930415,1981
Commander Aircraft,19930419,1991
Integrated Security Systems,19930420,1993
JetForm,19930420,1982
"TIG Holdings, Inc.",19930420,1980
Martin Color-Fi,19930421,1978
O'Reilly Automotive,19930422,1957
"West Coast Bancorp Inc,FLA",19930422,1981
Developed Technology Resource,19930423,1991
Harmony Brook,19930423,1989
Action Performance Companies,19930427,1992
Interlinq Software,19930427,1982
Royal Caribbean Cruises,19930427,1968
CTL Credit,19930428,1992
Old America Stores,19930428,1988
Absolute Entertainment,19930429,1986
Geon Company,19930429,1962
Jabil Circuit,19930429,1966
Electronic Retailing Systems,19930430,1989
3DO,19930503,1993
Interpool,19930504,1988
Reinsurance Group of America,19930504,1973
California Quartz,19930506,1979
E W Blanch Holdings,19930506,1957
Amtran,19930510,1985
Evergreen Media,19930510,1988
Auspex Systems,19930511,1987
Catalyst Semiconductor,19930511,1985
Cross Timbers Oil,19930511,1990
Telor Ophthalmic,19930511,1988
Zurich Reinsurance Centre,19930511,1980
LCI International,19930512,1983
National Tire Services,19930512,1991
OPTi,19930512,1939
Quad Systems,19930512,1981
Black Hawk Gaming & Dvlp,19930513,1991
MedicalControl,19930513,1983
Greg Manning Auctions,19930514,1981
IRG Technologies,19930514,1986
D.I.Y. Home Warehouse,19930518,1984
Esquire Communications,19930518,1993
Megatest,19930518,1975
Clayton Williams Energy,19930519,1991
Harry's Farmers Market,19930519,1987
MFS Communications,19930519,1987
Titan Wheel International,19930519,1890
National Home Centers,19930520,1968
Stolt Comex Seaway,19930521,1961
Supreme International,19930521,1967
FOCUS Enhancements,19930524,1991
Station Casinos,19930524,1976
Hamilton Financial Services,19930525,1992
Zaring Homes,19930525,1964
Resource Bancshares Mortgage,19930526,1992
Santa Cruz Operation,19930526,1978
CDW Computer Centers,19930527,1982
Signal Technology,19930527,1980
Sonat Offshore Drilling,19930527,1953
Hollywood Casino,19930528,1990
Innovative Gaming Corp of Amer,19930528,1993
Allstate,19930602,1931
Discovery Zone,19930603,1993
Globalink,19930603,1989
Northstar Health Services,19930603,1979
Interlink Electronics,19930607,1993
Aldila,19930608,1972
American Safety Razor,19930608,1900
Mariner Health Group,19930608,1986
Papa John's International,19930608,1985
Regional Acceptance Corp,19930608,1978
Sunglass Hut International,19930608,1971
Ellett Brothers,19930609,1933
Robert Mondavi,19930609,1966
Amerigon,19930610,1991
Burlington Resources Coal Seam,19930610,1988
Department 56,19930610,1976
Image Business Systems,19930610,1988
Northwestern Steel & Wire,19930610,1988
Barrett Business Systems,19930611,1951
ECCS Inc,19930614,1980
Bell Microproducts,19930615,1987
Commercial Bank of New York,19930616,1988
Norwood Promotional Products,19930616,1973
Donnkenny,19930617,1978
International Imaging,19930617,1989
Libbey,19930617,1900
Rhodes,19930617,1901
Harvey Comics Entertainment,19930618,1989
Rexall Sundown,19930618,1973
Computer Marketplace,19930622,1983
FLIR Systems,19930622,1978
Healthdyne Technologies,19930622,1978
Primadonna Resorts,19930622,1993
Pittencrieff Communications,19930623,1986
RGB Computer & Video,19930623,1989
Saratoga Spring Water,19930623,1900
Sithe Energies,19930623,1984
Unapix Entertainment,19930623,1986
Electroglas,19930624,1963
MMI Companies,19930624,1983
Back Yard Burgers,19930625,1986
Lottery Enterprises,19930625,1990
ABT Building Products,19930629,1992
Delta and Pine Land,19930629,1915
Elephant & Castle Group,19930629,1977
Huntco,19930629,1986
Shiloh Industries Inc,19930629,1950
California Culinary Academy,19930630,1977
Industrial Scientific,19930630,1968
Sodak Gaming,19930630,1988
AER Energy Resources,19930701,1993
BroadBand Technologies,19930701,1988
Carr-Gottstein Foods,19930701,1915
Jake's Pizza International,19930701,1962
Pinnacle Micro,19930701,1987
Regal Cinemas,19930701,1990
Levitz Furniture Inc,19930702,1910
Sun Healthcare Group,19930702,1993
Cyrk International,19930707,1976
Mississippi Valley Bancshares,19930707,1984
People's Choice TV,19930708,1993
Stone Energy Corp,19930708,1981
Titan Holdings,19930708,1983
Genzyme Transgenics Corp,19930709,1993
Sundance Homes,19930709,1981
Celestial Seasonings,19930712,1970
Fourth Shift,19930714,1982
Central Garden & Pet,19930715,1980
General Atlantic Resources,19930715,1981
Steck-Vaughn Publishing,19930715,1960
TelePad Corporation,19930715,1990
Cyrix,19930716,1988
Evans Systems,19930716,1968
Hollywood Entertainment,19930716,1988
Johnstown America Industries,19930716,1991
Metrocall,19930716,1982
Rural/Metro,19930716,1948
Midisoft,19930719,1986
Applied Biometrics,19930720,1984
Dataware Technologies,19930720,1988
American Oilfield Divers,19930721,1992
Atlantic Coast Airlines,19930721,1989
MDL Information Systems,19930721,1982
Stant,19930721,1987
Starcraft Automotive,19930721,1991
Arrow Transportation,19930722,1991
Hi-Rise Recycling,19930722,1990
MRS Technology,19930722,1986
Morgan Group,19930722,1988
Multi-Market Radio,19930722,1992
PetSmart,19930722,1986
Renal Treatment Centers,19930722,1988
United International Holdings,19930722,1989
United Meridian,19930722,1987
Wonderware,19930722,1987
Franklin Ophthalmic Instrument,19930723,1992
Key Technology,19930723,1982
Mountain Parks Financial Corp,19930727,1981
AT&T Capital,19930728,1992
Greenfield Industries,19930729,1986
Hungarian Teleconstruct,19930729,1993
Omni Insurance Group,19930729,1980
StarSight Telecast,19930729,1986
Cygne Designs,19930730,1975
Actel,19930802,1985
Advanced Surgical,19930804,1992
Best Power Technology,19930804,1977
Madge NV,19930804,1986
Mid Ocean Ltd,19930804,1992
Arbor Health Care,19930805,1985
Arethusa Offshore,19930805,1954
Conductus,19930805,1987
Dual Drilling,19930805,1951
EP Technologies,19930805,1987
Jack Eckerd,19930805,1952
Motor Coach Industries Intl,19930805,1932
National Record Mart,19930805,1938
Preferred Entertainment,19930805,1993
ProxyMed Pharmacy,19930805,1987
QuickResponse Services,19930805,1984
Monarch Casino & Resort,19930806,1993
DavCo Restaurants Inc,19930809,1987
Aetrium,19930810,1982
CenCall Communications,19930810,1990
Full House Resorts,19930810,1992
Great Pines Water,19930810,1986
Innodata Inc,19930810,1988
Southern Pacific Rail Corp,19930810,1988
Triangle Pacific,19930810,1943
Casino & Credit Services,19930811,1956
Image Industries,19930811,1976
Borg-Warner Automotive,19930812,1880
EZ Communications,19930812,1967
Employee Solutions,19930812,1991
Home State Holdings,19930812,1987
Rent-Way,19930812,1981
Wellcare Management Group,19930812,1983
Elek-Tek,19930813,1979
Manugistics Group,19930813,1969
Wolverine Tube,19930813,1916
Kurzweil Applied Intelligence,19930817,1982
Old Lyme Holding,19930817,1993
CFI ProServices,19930818,1978
Landry's Seafood Restaurants,19930818,1980
Multicare,19930818,1980
SPSS,19930818,1975
Level One Communications Inc,19930819,1985
Thomas Group,19930819,1978
Scientific Games Holdings,19930823,1973
A+ Communications,19930824,1985
Grow Biz International,19930824,1988
Performance Food Group,19930824,1987
OXiGENE,19930826,1988
River Oaks Furniture,19930826,1987
Simmons Outdoor,19930826,1983
Inbrand,19930903,1971
Cornerstone Imaging,19930909,1986
Advanced Deposition,19930910,1983
Interscience Computer Corp,19930915,1983
PairGain Technologies,19930915,1988
Antec,19930916,1969
Philadelphia Consolidated,19930916,1981
Redman Industries Inc,19930916,1937
First Midwest Financial,19930920,1993
Cobra Golf,19930921,1978
Green Mountain Coffee,19930921,1981
Kenetech,19930921,1986
NetManage,19930921,1990
Panamerican Beverages,19930921,1945
Asyst Technologies,19930922,1984
International Pizza,19930922,1993
Neurex,19930922,1986
Sphere Drake Holdings,19930922,1984
A Pea in the Pod,19930923,1984
APS Holding,19930923,1957
Hammers Plastic Recycling,19930923,1989
HomeTown Buffet,19930923,1990
Infinite Machines,19930923,1986
Monaco Coach Corp,19930923,1968
Northern Border Partners LP,19930923,1993
OroAmerica,19930923,1977
Royal Grip,19930923,1988
Summa Four Inc,19930923,1976
Skylands Park Management,19930924,1991
Barnes & Noble,19930927,1986
Broadcasting Partners,19930928,1988
Loewenstein Furniture Group,19930928,1966
Allied Holdings,19930929,1984
Belden,19930929,1902
Capital Guaranty,19930929,1992
Corrpro Companies,19930929,1984
Kentucky Electric Steel,19930929,1986
Lady Luck Gaming Corp,19930929,1993
MicroProbe,19930929,1985
National R.V. Holdings,19930929,1988
Ultratech Stepper,19930929,1993
Maxim Group,19930930,1991
SFX Broadcasting,19930930,1993
Tri-County Bancorp,19930930,1980
Atchison Casting,19931004,1991
Gartner Group,19931004,1979
National Picture and Frame,19931005,1962
Strongsville Savings Bank,19931005,1959
Commercial Bankshares,19931006,1988
IVI Publishing,19931006,1991
International CableTel,19931006,1990
Quad City Holdings,19931006,1993
Detroit Diesel,19931007,1987
Micro Component Technology,19931008,1972
Aladdin Knowledge Systems,19931012,1985
Koala,19931012,1993
N-Viro International,19931012,1979
OM Group Inc,19931012,1991
Frisco Bay Industries Ltd,19931013,1972
Insignia Financial,19931013,1991
Uncle B's Bakery,19931013,1985
Aqua Care Systems,19931014,1990
Deckers Outdoor,19931014,1973
Friedman's,19931014,1920
LodgeNet Entertainment,19931014,1980
Aprogenex,19931015,1988
Boyd Gaming,19931015,1988
Master Glazier's Karate Intl,19931015,1993
Ultimate Electronics,19931015,1968
Wickes Lumber,19931015,1952
Club Car,19931018,1988
InSite Vision,19931018,1986
Pollo Tropical,19931018,1988
Aquila Gas Pipeline,19931019,1990
Crossmann Communities,19931019,1938
Iwerks Entertainment,19931019,1986
Davel Communications Group,19931020,1979
EnSys Environmental Products,19931020,1987
Harvey Universal,19931020,1982
Tri-Lite Corp,19931020,1988
Sierra Home Service Companies,19931022,1992
Sunbelt,19931022,1992
Triad Guaranty,19931022,1987
Duracraft,19931026,1989
Illinois Superconductor,19931026,1990
JPE,19931026,1972
MRI Management Associates,19931026,1991
Micros to Mainframes,19931026,1986
Minnesota Brewing,19931026,1991
Opinion Research Corporation,19931026,1938
Paul Revere,19931026,1943
Seda Specialty Packaging,19931026,1984
Acres Gaming,19931027,1985
Masland Holding,19931027,1991
